gene,PacBio,TAGET
CBS,5.74669462076046,7.44068194225476
PPP1R3B,11.4918853174074,7.03346644496062
CFLAR,8.82385590540593,10.8185557673261
TBC1D23,38.4286603130066,32.2809175653898
UFM1,149.448166143329,145.641961756008
TMEM33,21.3897050232041,18.2442517068465
DHX30,68.7020857660027,60.944046848297
ARMC10,23.3364656129032,17.46928870835
PANK4,21.8385276565055,22.4321475345143
SRSF2,56.0213345481084,56.0969541303454
ANO9,1.94543258202421,2.53733198365299
ALPK2,1.95884490294764,2.82555998384772
CSE1L,220.631486158708,207.410364486681
MTAP,20.4618521232839,19.1776593146715
CCT8,103.219701945863,92.3556433685658
TMEM140,8.80930098256377,9.21473482038765
PXK,22.0261154532352,20.8478334896963
ZNF670,7.28156460631967,6.35994071615912
HGS,33.3501231149836,28.5112429774688
DHFR2,9.01131726916177,7.76791653181405
CPT1B,3.90241510213542,3.53851967699608
TCP1,68.70133779524,63.7079672305903
